,tweet_index,comp,positive,negative,neutral,text,created_at
449,-450,-0.5423,0.0,0.143,0.857,"For much of the 20th century, the colonial port-city was both a centre of organised crime and the heart of Hindi ci… https://t.co/y5TDsO7co7",Thu Sep 27 07:40:15 +0000 2018
450,-451,0.4215,0.141,0.0,0.859,"Rather than rare, striking words, it is humbler, smaller ones that make anonymous authors easier to identify https://t.co/4kUytnfA7d",Thu Sep 27 07:21:14 +0000 2018
451,-452,0.6124,0.238,0.0,0.762,"A startup bank plans to take advantage of the Fed’s interest rate on reserves, without lending to anyone https://t.co/WWOlhtOMMl",Thu Sep 27 07:02:16 +0000 2018
452,-453,-0.5719,0.0,0.156,0.844,"“Talk on the Wild Side” is aimed at prescriptivists, who view change in strictly negative terms as evidence of slip… https://t.co/4Mw0uPSzAi",Thu Sep 27 06:44:44 +0000 2018
453,-454,0.0,0.0,0.0,1.0,Are relations between Turkey and Germany getting back to normal? https://t.co/PFv0JCJwEQ,Thu Sep 27 06:29:03 +0000 2018
454,-455,0.1779,0.144,0.0,0.856,"The total number of displaced Venezuelans may already have reached 4m, out of a population of some 30m https://t.co/1e3QhQHtZv",Thu Sep 27 06:10:59 +0000 2018
455,-456,0.3818,0.14,0.0,0.86,Arizona offers one of the Democratic Party's few opportunities to take a Republican-held Senate seat this year https://t.co/ejlhbStIeX,Thu Sep 27 05:55:06 +0000 2018
456,-457,0.6124,0.16,0.0,0.84,"RT @EconCulture: “In Our Time” has the feel of a university seminar, with some of academia’s brightest taking 45 minutes to discuss a topic…",Thu Sep 27 05:35:54 +0000 2018
457,-458,-0.4588,0.0,0.182,0.818,Macroeconomic theorists disagree on almost everything. That is one of the reasons it is such a hard subject to teach https://t.co/OJn2VuXqH3,Thu Sep 27 05:18:31 +0000 2018
458,-459,0.4767,0.237,0.0,0.763,The towering popularity of “Bodyguard” is a result of its uncanniness https://t.co/uwm8ZYVx4Y,Thu Sep 27 05:00:25 +0000 2018
459,-460,0.3612,0.161,0.0,0.839,"Like it or not, Eurafrica is part of Europe's demographic and cultural destiny https://t.co/z7Xuz8qSi1",Thu Sep 27 04:44:36 +0000 2018
460,-461,0.0,0.0,0.0,1.0,Mr Macintyre's latest book of spies and derring-do tells the story of a senior KGB officer who worked secretly for… https://t.co/E3ZAkHHTTR,Thu Sep 27 04:25:36 +0000 2018
461,-462,0.6369,0.259,0.0,0.741,"At its heart “Bad Reputation”, a new documentary, is an unusual love story https://t.co/uS7SpwF9hO",Thu Sep 27 04:09:08 +0000 2018
462,-463,-0.3412,0.0,0.156,0.844,Catching up with European luxury conglomerates will not be easy for American firms https://t.co/MAq2YPw5uF,Thu Sep 27 03:50:59 +0000 2018
463,-464,-0.3182,0.0,0.204,0.796,My struggle to find a beer in Mauritania https://t.co/C95atVp4pS From @1843mag,Thu Sep 27 03:30:23 +0000 2018
464,-465,-0.8555,0.0,0.276,0.724,"Suicide is the leading cause of death for all Indians between ages 15 and 39, and for Indian women between 15 and 49 https://t.co/gaLuz1sif0",Thu Sep 27 03:09:37 +0000 2018
465,-466,0.5574,0.175,0.0,0.825,"""Sacred Games"" adapts Vikram Chandra's epic testament to the romance of Mumbai—the biggest, baddest city in India https://t.co/FydC2Kxt9K",Thu Sep 27 02:50:28 +0000 2018
466,-467,0.7579,0.351,0.0,0.649,"Working fewer hours has been shown to improve employees’ health, happiness and productivity https://t.co/Wv7r07fQYw",Thu Sep 27 02:35:03 +0000 2018
467,-468,0.0,0.0,0.0,1.0,Some sort of last minute muddle-through on bilateral flights between Britain and Europe is likely https://t.co/gW9FAeHgeB,Thu Sep 27 02:14:33 +0000 2018
468,-469,-0.6808,0.0,0.277,0.723,"Reducing immigration is a core Conservative policy, but it will hurt Britain economically https://t.co/lv5J6T1E8Z",Thu Sep 27 01:56:02 +0000 2018
469,-470,-0.34,0.0,0.107,0.893,"Carrots used to be white. Farmers may have grown orange crops accidentally at first, then later to make them stand… https://t.co/WYrKs55XZx",Thu Sep 27 01:38:49 +0000 2018
470,-471,0.0,0.0,0.0,1.0,"Writing for #OpenFuture, @harari_yuval poses four questions to ask politicians when they next seek election near you https://t.co/2fT8iu4fuF",Thu Sep 27 01:23:20 +0000 2018
471,-472,0.5163,0.245,0.099,0.656,"Striking words like ""lodestar"" don't help much to determine authorship. Frequently used words are far more helpful https://t.co/o570Wlafm6",Thu Sep 27 01:03:38 +0000 2018
472,-473,0.1027,0.111,0.093,0.796,Firms like YouTube and Facebook are at risk of becoming “ministries of truth”–arbiters of what billions of people d… https://t.co/ArbYqFNcJm,Thu Sep 27 00:42:53 +0000 2018
473,-474,-0.6249,0.0,0.272,0.728,The world has not learned the lessons of the financial crisis https://t.co/6szFJZE53b,Thu Sep 27 00:21:55 +0000 2018
474,-475,0.0,0.0,0.0,1.0,Both the Democratic and Republican candidates have made sizeable shifts in their political ideology https://t.co/FdCHvJSEpa,Thu Sep 27 00:03:59 +0000 2018
475,-476,-0.5984,0.0,0.178,0.822,Jair Bolsonaro would be a particularly nasty addition to the club of populists that includes Donald Trump and Rodri… https://t.co/euI1jmmHwA,Wed Sep 26 23:47:52 +0000 2018
476,-477,0.7906,0.365,0.096,0.538,"Its confidence bolstered by a strong creative team, “Maniac” sets out to explore difficult terrain: the human mind https://t.co/gTJO1F1vln",Wed Sep 26 23:28:50 +0000 2018
477,-478,0.0,0.0,0.0,1.0,"The moral of the film is that, when it comes to cultural heritage, “you don’t know what you have until it’s gone” https://t.co/gvYMKb1dXQ",Wed Sep 26 23:10:45 +0000 2018
478,-479,-0.5984,0.0,0.178,0.822,Jair Bolsonaro would be a particularly nasty addition to the club of populists that includes Donald Trump and Rodri… https://t.co/CndiB7eeFx,Wed Sep 26 22:52:34 +0000 2018
479,-480,0.0,0.0,0.0,1.0,"When essential goods are in short supply, Cubans find inventive uses for government-subsidised condoms https://t.co/rrCeUT9lYP",Wed Sep 26 22:37:14 +0000 2018
480,-481,0.7579,0.351,0.0,0.649,"Working fewer hours has been shown to improve employees’ health, happiness and productivity https://t.co/Qgolba0oHG",Wed Sep 26 22:18:29 +0000 2018
481,-482,0.3818,0.223,0.0,0.777,Water expands as it warms and glaciers are melting at both poles. Future storms will reach farther inland https://t.co/hkArlXslL3,Wed Sep 26 21:59:14 +0000 2018
482,-483,0.0,0.0,0.0,1.0,Even the most Europhile diplomats from EU countries think the idea of planes being grounded after Brexit is “ridicu… https://t.co/dlUWFBYEOw,Wed Sep 26 21:39:03 +0000 2018
483,-484,0.0,0.0,0.0,1.0,The British government claims a no-deal Brexit could ground flights to Europe https://t.co/Ew8S9JcBzj,Wed Sep 26 21:24:36 +0000 2018
484,-485,0.2648,0.094,0.0,0.906,"The average adult migrant from the European Economic Area yielded £2,370 more for the Treasury in 2017 than the ave… https://t.co/VxWTWgslvS",Wed Sep 26 21:07:25 +0000 2018
485,-486,0.0,0.0,0.0,1.0,Democratic voters are far from being the no-compromise liberals that the victory of Alexandria Ocasio-Cortez might… https://t.co/yt0sU83TLj,Wed Sep 26 20:48:01 +0000 2018
486,-487,0.0,0.0,0.0,1.0,Can Democrats take a Senate seat in Arizona? https://t.co/1g9QWQssUa,Wed Sep 26 20:42:24 +0000 2018
487,-488,0.1027,0.08,0.0,0.92,The challengers to the liberal world order envision the world as a network of walled-but-friendly fortresses. That… https://t.co/PnquOdBzm8,Wed Sep 26 20:27:03 +0000 2018
488,-489,0.0,0.0,0.0,1.0,“Bodyguard” had the highest launch figure of any new British drama since 2006 https://t.co/iW60CaLio1,Wed Sep 26 20:16:53 +0000 2018
489,-490,0.0,0.0,0.0,1.0,The first trial voyage by a container ship on the Northern Sea Route aims to gather data and determine whether the… https://t.co/qQUXk5EeVv,Wed Sep 26 19:59:53 +0000 2018
490,-491,0.5994,0.308,0.0,0.692,"Linguistic variation should be welcomed, since it lends the language greater expressiveness https://t.co/ik7g9zbGus",Wed Sep 26 19:39:20 +0000 2018
491,-492,0.25,0.131,0.074,0.795,"Republicans are rallying behind Brett Kavanaugh, inviting a serious blow to their personal reputations and party’s… https://t.co/6jkevLYTuS",Wed Sep 26 19:19:06 +0000 2018
492,-493,0.4019,0.184,0.089,0.726,Britain may be ending free movement just as public concern about it is falling  https://t.co/he5WZmBHRw,Wed Sep 26 19:05:00 +0000 2018
493,-494,0.8555,0.42,0.0,0.58,"The Democrats’ best hopes of making Senate gains are probably in Tennessee, Nevada and Arizona  https://t.co/HonvT8ZAtI",Wed Sep 26 18:51:06 +0000 2018
494,-495,-0.5423,0.083,0.19,0.726,"Vince Cable's Liberal Democrats have good ideas, but they are failing to distinguish themselves from the main parti… https://t.co/2b0TuEVw55",Wed Sep 26 18:37:02 +0000 2018
495,-496,0.3612,0.179,0.0,0.821,"For Chinese officials, extending super-fast lines to every corner of the country is a matter of national pride https://t.co/EfhVAgNRxQ",Wed Sep 26 18:21:04 +0000 2018
496,-497,0.2023,0.107,0.0,0.893,The Migration Advisory Committee has recommended that Britain lift the cap on skilled non-EU migrants https://t.co/2MyBPafN2f,Wed Sep 26 18:10:05 +0000 2018
497,-498,-0.4019,0.1,0.199,0.701,"Ahmed was 14 when he lost his arm in a barrel-bomb attack in Syria. 3D printing could help him, and many others https://t.co/MjTiCOcbxO",Wed Sep 26 18:00:01 +0000 2018
498,-499,0.0,0.0,0.0,1.0,"Adult albinos sell for an astronomical $70,000 https://t.co/7FEzBHT97Z",Wed Sep 26 17:59:06 +0000 2018
499,-500,0.4047,0.249,0.138,0.612,"As American interest rates have risen, emerging markets have looked less rewarding and more dangerous by comparison https://t.co/naoEqE5Pzc",Wed Sep 26 17:50:58 +0000 2018
